Age_qt,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Income_qt,is_parent,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Other,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,NumCatalogPurchases_qt,NumDealsPurchases_qt,NumStorePurchases_qt,NumWebPurchases_qt,NumWebVisitsMonth_qt,total_spend_qt
0.8516751900941525,0,1,0,0,0.24251059722885265,0,0,0,0,1,0,0,2.03310375181142,0.648724421102073,-0.25879191568378795,1.2953625370248543,0.5716375251650858,1.4045331071795468
1.1257762007300158,0,1,0,0,-0.18299353042804004,1,0,0,0,1,0,0,-0.33087257172641926,0.16128127334986397,-1.5669896232638032,-1.280981397513278,-0.214919822566405,-1.4790043989044597
0.34415365894707195,0,1,0,0,0.8338174069535054,0,0,0,0,0,1,0,0.10936510116177138,-0.7200869344535826,1.042246741832409,1.2953625370248543,-0.5149233167586906,0.37069500535347805
-1.2420605724635014,0,1,0,0,-1.1405349812322223,0,0,0,0,0,1,0,-5.199337582605575,0.16128127334986397,-0.25879191568378795,-0.6394618524871729,0.1346445798518419,-0.8920383589928601
-0.9815403910462731,0,0,0,1,0.24698638391890898,0,0,1,0,0,0,0,0.3762827437846237,1.3620783082806858,0.26658359262632736,0.4376201502677814,-0.214919822566405,0.04139121354121715
0.214919822566405,0,0,1,0,0.4016508573301241,0,0,0,0,0,1,0,0.6089726877092596,0.16128127334986397,1.042246741832409,0.7200869344535826,0.1346445798518419,0.31731766476842377
-0.08289637816794465,0,1,0,0,0.15150616491399413,0,1,0,0,0,0,0,0.3762827437846237,1.0379371869749336,0.4598196945115759,1.0145711230228849,0.1346445798518419,0.21493741000350225
-1.3310177115031385,0,0,0,1,-0.7738454143094639,0,0,1,0,0,0,0,-5.199337582605575,0.16128127334986397,-0.25879191568378795,0.14477960565136005,1.1794017509674812,-0.30638092628212943
-0.3468171012040459,0,0,0,1,-0.9435179783204216,0,0,0,0,0,1,0,-5.199337582605575,-0.7200869344535826,-1.5669896232638032,-0.20209834734161103,1.976943225725333,-1.0103819916421055
1.6067550689692431,0,0,0,1,-2.736968076629625,1,0,0,0,0,1,0,-5.199337582605575,-0.7200869344535826,-5.199337582605575,-1.280981397513278,5.19933758270342,-0.9416998217386928
-0.551075993139237,1,0,0,0,-2.4569039746458294,0,0,1,0,0,0,0,-5.199337582605575,-0.7200869344535826,-0.7833298589586443,-0.6394618524871729,1.1794017509674812,-0.7748328448180759
0.7023154143045922,0,1,0,0,0.4325937150568039,0,1,0,0,0,0,0,0.6089726877092596,-0.7200869344535826,0.6502735865864832,-0.20209834734161103,-1.1895222157453642,0.741387603841135
1.3310177115031385,0,0,1,0,0.28755217443696557,1,1,0,0,0,0,0,-0.33087257172641926,0.648724421102073,0.043924024540264145,0.7200869344535826,0.1346445798518419,-0.09675252955038441
-1.5584816308643832,0,1,0,0,-1.7740748626837273,0,0,1,0,0,0,0,-5.199337582605575,-0.7200869344535826,-0.7833298589586443,-1.280981397513278,1.1794017509674812,-1.0103819916421055
2.1968938521927224,0,0,0,1,1.5542696066845807,0,0,0,0,1,0,0,1.0796899285577486,-0.7200869344535826,1.5459273181166058,1.0145711230228849,-0.8126540791496972,1.0062105166453408
-0.9146786412719053,0,1,0,0,-0.36886384645488707,1,0,1,0,0,0,0,-5.199337582605575,0.648724421102073,-0.7833298589586443,-0.20209834734161103,1.1794017509674812,-0.49213682280838095
2.1968938521927224,0,1,0,0,-0.5408824784439604,0,0,0,0,0,1,0,-0.33087257172641926,0.16128127334986397,0.26658359262632736,0.14477960565136005,0.5716375251650858,-0.07912030015842841
1.7387310479091858,0,0,1,0,1.1024208638188941,0,0,1,0,0,0,0,0.6089726877092596,0.16128127334986397,0.839121020439341,2.2899878321264273,-0.214919822566405,1.6561217797564693
-1.3310177115031385,0,0,1,0,-0.7538035856641462,0,0,0,0,1,0,0,-0.33087257172641926,0.16128127334986397,-0.7833298589586443,-0.6394618524871729,0.1346445798518419,-0.383024360709916
-1.059682011223806,0,1,0,0,-0.5810849524392621,0,0,1,0,0,0,0,0.10936510116177138,-0.7200869344535826,0.043924024540264145,0.14477960565136005,1.1794017509674812,-0.08163755681937157
-0.8373383608517686,0,1,0,0,-3.366140399907322,0,0,1,0,0,0,0,5.19933758270342,5.19933758270342,-5.199337582605575,-5.199337582605575,-1.7739218615170378,1.5887709585727845
1.7387310479091858,0,0,0,1,0.262945005263759,0,0,1,0,0,0,0,0.3762827437846237,0.648724421102073,0.839121020439341,-0.6394618524871729,1.1794017509674812,0.5775565284075048
1.1257762007300158,0,0,0,1,0.5321897309193043,0,0,1,0,0,0,0,0.10936510116177138,0.648724421102073,0.839121020439341,0.7200869344535826,-0.5149233167586906,0.17273101614570743
1.47526936144686,0,1,0,0,-0.41153445690731044,0,0,0,0,0,1,0,-0.33087257172641926,1.8952592947862104,0.043924024540264145,1.0145711230228849,1.1794017509674812,0.07408727446138559
0.09171191948527647,0,1,0,0,-1.7015795026041585,0,0,0,0,1,0,0,-0.33087257172641926,0.16128127334986397,-0.7833298589586443,-0.6394618524871729,0.5716375251650858,-0.6226211131134611
-0.551075993139237,0,1,0,0,0.06376052513887355,1,0,1,0,0,0,0,-0.33087257172641926,1.0379371869749336,-0.25879191568378795,0.4376201502677814,0.5716375251650858,-0.17782697898639005
-1.824555935803749,0,1,0,0,-0.5149846361021266,0,0,1,0,0,0,0,-0.33087257172641926,0.16128127334986397,-0.25879191568378795,-0.6394618524871729,-0.8126540791496972,-0.38978343113916397
0.34415365894707195,0,0,0,1,1.684463684524537,0,0,1,0,0,0,0,1.7387310479091858,-0.7200869344535826,1.042246741832409,0.7200869344535826,-1.1895222157453642,1.4827601839584168
-1.824555935803749,0,0,1,0,-2.1950081528346175,0,1,0,0,0,0,0,-5.199337582605575,0.16128127334986397,-0.7833298589586443,-0.20209834734161103,-0.214919822566405,-1.401176963756683
0.4668032636545882,0,0,1,0,-0.49497095846643646,0,0,0,0,0,1,0,0.8444850779006297,-0.7200869344535826,-0.7833298589586443,-0.6394618524871729,-0.8126540791496972,-0.07660354475064642
0.008782093827594135,0,1,0,0,-0.4185319352977952,0,0,0,0,0,1,0,-0.33087257172641926,0.16128127334986397,-0.25879191568378795,-0.6394618524871729,-0.214919822566405,-0.4211114873556373
