is_parent,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Other,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,AcceptedCmp1,AcceptedCmp5,Age_qt,Income_qt,NumDealsPurchases_qt,NumWebPurchases_qt,NumCatalogPurchases_qt,NumStorePurchases_qt,NumWebVisitsMonth_qt,total_spend_qt
0,0,1,0,0,0,0,0,1,0,0,0,0,0.8516751900941525,0.24251059722885265,0.648724421102073,1.2953625370248543,2.03310375181142,-0.25879191568378795,0.5716375251650858,1.4045331071795468
1,0,1,0,0,0,0,0,1,0,0,0,0,1.1257762007300158,-0.18299353042804004,0.16128127334986397,-1.280981397513278,-0.33087257172641926,-1.5669896232638032,-0.214919822566405,-1.4790043989044597
0,0,1,0,0,0,0,0,0,1,0,0,0,0.34415365894707195,0.8338174069535054,-0.7200869344535826,1.2953625370248543,0.10936510116177138,1.042246741832409,-0.5149233167586906,0.37069500535347805
0,0,1,0,0,0,0,0,0,1,0,0,0,-1.2420605724635014,-1.1405349812322223,0.16128127334986397,-0.6394618524871729,-5.199337582605575,-0.25879191568378795,0.1346445798518419,-0.8920383589928601
0,0,0,0,1,0,1,0,0,0,0,0,0,-0.9815403910462731,0.24698638391890898,1.3620783082806858,0.4376201502677814,0.3762827437846237,0.26658359262632736,-0.214919822566405,0.04139121354121715
0,0,0,1,0,0,0,0,0,1,0,0,0,0.214919822566405,0.4016508573301241,0.16128127334986397,0.7200869344535826,0.6089726877092596,1.042246741832409,0.1346445798518419,0.31731766476842377
0,0,1,0,0,1,0,0,0,0,0,0,0,-0.08289637816794465,0.15150616491399413,1.0379371869749336,1.0145711230228849,0.3762827437846237,0.4598196945115759,0.1346445798518419,0.21493741000350225
0,0,0,0,1,0,1,0,0,0,0,0,0,-1.3310177115031385,-0.7738454143094639,0.16128127334986397,0.14477960565136005,-5.199337582605575,-0.25879191568378795,1.1794017509674812,-0.30638092628212943
0,0,0,0,1,0,0,0,0,1,0,0,0,-0.3468171012040459,-0.9435179783204216,-0.7200869344535826,-0.20209834734161103,-5.199337582605575,-1.5669896232638032,1.976943225725333,-1.0103819916421055
1,0,0,0,1,0,0,0,0,1,0,0,0,1.6067550689692431,-2.736968076629625,-0.7200869344535826,-1.280981397513278,-5.199337582605575,-5.199337582605575,5.19933758270342,-0.9416998217386928
0,1,0,0,0,0,1,0,0,0,0,0,0,-0.551075993139237,-2.4569039746458294,-0.7200869344535826,-0.6394618524871729,-5.199337582605575,-0.7833298589586443,1.1794017509674812,-0.7748328448180759
0,0,1,0,0,1,0,0,0,0,0,0,0,0.7023154143045922,0.4325937150568039,-0.7200869344535826,-0.20209834734161103,0.6089726877092596,0.6502735865864832,-1.1895222157453642,0.741387603841135
1,0,0,1,0,1,0,0,0,0,0,0,0,1.3310177115031385,0.28755217443696557,0.648724421102073,0.7200869344535826,-0.33087257172641926,0.043924024540264145,0.1346445798518419,-0.09675252955038441
0,0,1,0,0,0,1,0,0,0,0,0,0,-1.5584816308643832,-1.7740748626837273,-0.7200869344535826,-1.280981397513278,-5.199337582605575,-0.7833298589586443,1.1794017509674812,-1.0103819916421055
0,0,0,0,1,0,0,0,1,0,0,1,1,2.1968938521927224,1.5542696066845807,-0.7200869344535826,1.0145711230228849,1.0796899285577486,1.5459273181166058,-0.8126540791496972,1.0062105166453408
1,0,1,0,0,0,1,0,0,0,0,0,0,-0.9146786412719053,-0.36886384645488707,0.648724421102073,-0.20209834734161103,-5.199337582605575,-0.7833298589586443,1.1794017509674812,-0.49213682280838095
0,0,1,0,0,0,0,0,0,1,0,0,0,2.1968938521927224,-0.5408824784439604,0.16128127334986397,0.14477960565136005,-0.33087257172641926,0.26658359262632736,0.5716375251650858,-0.07912030015842841
0,0,0,1,0,0,1,0,0,0,0,1,0,1.7387310479091858,1.1024208638188941,0.16128127334986397,2.2899878321264273,0.6089726877092596,0.839121020439341,-0.214919822566405,1.6561217797564693
0,0,0,1,0,0,0,0,1,0,0,0,0,-1.3310177115031385,-0.7538035856641462,0.16128127334986397,-0.6394618524871729,-0.33087257172641926,-0.7833298589586443,0.1346445798518419,-0.383024360709916
0,0,1,0,0,0,1,0,0,0,0,0,0,-1.059682011223806,-0.5810849524392621,-0.7200869344535826,0.14477960565136005,0.10936510116177138,0.043924024540264145,1.1794017509674812,-0.08163755681937157
0,0,1,0,0,0,1,0,0,0,0,0,0,-0.8373383608517686,-3.366140399907322,5.19933758270342,-5.199337582605575,5.19933758270342,-5.199337582605575,-1.7739218615170378,1.5887709585727845
0,0,0,0,1,0,1,0,0,0,0,0,0,1.7387310479091858,0.262945005263759,0.648724421102073,-0.6394618524871729,0.3762827437846237,0.839121020439341,1.1794017509674812,0.5775565284075048
0,0,0,0,1,0,1,0,0,0,0,0,0,1.1257762007300158,0.5321897309193043,0.648724421102073,0.7200869344535826,0.10936510116177138,0.839121020439341,-0.5149233167586906,0.17273101614570743
0,0,1,0,0,0,0,0,0,1,0,0,0,1.47526936144686,-0.41153445690731044,1.8952592947862104,1.0145711230228849,-0.33087257172641926,0.043924024540264145,1.1794017509674812,0.07408727446138559
0,0,1,0,0,0,0,0,1,0,0,0,0,0.09171191948527647,-1.7015795026041585,0.16128127334986397,-0.6394618524871729,-0.33087257172641926,-0.7833298589586443,0.5716375251650858,-0.6226211131134611
1,0,1,0,0,0,1,0,0,0,0,0,0,-0.551075993139237,0.06376052513887355,1.0379371869749336,0.4376201502677814,-0.33087257172641926,-0.25879191568378795,0.5716375251650858,-0.17782697898639005
0,0,1,0,0,0,1,0,0,0,0,0,0,-1.824555935803749,-0.5149846361021266,0.16128127334986397,-0.6394618524871729,-0.33087257172641926,-0.25879191568378795,-0.8126540791496972,-0.38978343113916397
0,0,0,0,1,0,1,0,0,0,0,0,1,0.34415365894707195,1.684463684524537,-0.7200869344535826,0.7200869344535826,1.7387310479091858,1.042246741832409,-1.1895222157453642,1.4827601839584168
0,0,0,1,0,1,0,0,0,0,0,0,0,-1.824555935803749,-2.1950081528346175,0.16128127334986397,-0.20209834734161103,-5.199337582605575,-0.7833298589586443,-0.214919822566405,-1.401176963756683
0,0,0,1,0,0,0,0,0,1,0,0,0,0.4668032636545882,-0.49497095846643646,-0.7200869344535826,-0.6394618524871729,0.8444850779006297,-0.7833298589586443,-0.8126540791496972,-0.07660354475064642
0,0,1,0,0,0,0,0,0,1,0,0,0,0.008782093827594135,-0.4185319352977952,0.16128127334986397,-0.6394618524871729,-0.33087257172641926,-0.25879191568378795,-0.214919822566405,-0.4211114873556373
1,0,0,0,1,1,0,0,0,0,0,0,0,1.3310177115031385,-0.17273101614570757,1.634746967913314,0.14477960565136005,-0.33087257172641926,0.26658359262632736,0.1346445798518419,-0.10546586723755076
0,0,0,1,0,0,1,0,0,0,0,0,0,2.1968938521927224,0.6802198555733654,-0.7200869344535826,-0.20209834734161103,0.8444850779006297,0.839121020439341,0.5716375251650858,0.8787479497239596
1,0,0,1,0,0,0,0,1,0,0,0,0,1.47526936144686,-0.0781584245065012,-0.7200869344535826,-0.6394618524871729,-5.199337582605575,-0.7833298589586443,0.5716375251650858,-0.7217137762174166
0,0,0,0,1,0,1,0,0,0,0,0,0,0.008782093827594135,0.6239768816372298,1.3620783082806858,0.4376201502677814,1.0796899285577486,1.5459273181166058,-1.1895222157453642,0.5138836651700458
0,0,0,1,0,0,1,0,0,0,0,0,0,-0.551075993139237,-1.304313643756601,0.648724421102073,-0.20209834734161103,-0.33087257172641926,-1.5669896232638032,0.5716375251650858,-0.5716375251650858
0,0,1,0,0,0,0,0,0,0,1,0,0,-0.2639845916795205,-0.3353289917856445,0.16128127334986397,-1.280981397513278,-0.33087257172641926,-0.7833298589586443,-0.214919822566405,-0.6991080877832274
0,0,0,0,1,1,0,0,0,0,0,0,0,2.877846118927186,-0.09171191948527647,0.16128127334986397,1.0145711230228849,2.03310375181142,0.043924024540264145,0.1346445798518419,0.4935533950895456
0,0,1,0,0,0,1,0,0,0,0,0,0,-0.9146786412719053,1.3002508738049232,0.16128127334986397,1.2953625370248543,1.0796899285577486,0.043924024540264145,-0.5149233167586906,1.1126105864473272
0,0,0,1,0,0,1,0,0,0,0,0,0,-1.3310177115031385,-1.5333402367186815,0.16128127334986397,-0.6394618524871729,-5.199337582605575,-0.7833298589586443,1.1794017509674812,-0.8920383589928601
0,0,1,0,0,0,0,0,0,1,0,0,0,0.8516751900941525,-1.4615765287596434,-0.7200869344535826,-5.199337582605575,-5.199337582605575,-0.7833298589586443,-0.214919822566405,-1.6640817375143429
0,0,0,1,0,0,1,0,0,0,0,0,0,-0.4417658421101638,-2.4569039746458294,0.648724421102073,-0.6394618524871729,-5.199337582605575,-0.7833298589586443,-0.214919822566405,-1.368450292253209
0,0,1,0,0,0,0,0,1,0,0,0,0,-0.551075993139237,1.2940689722940562,-0.7200869344535826,-0.6394618524871729,0.6089726877092596,0.839121020439341,-1.7739218615170378,0.5985308047376814
0,0,0,1,0,0,1,0,0,0,0,0,0,-5.199337582605575,-2.4569039746458294,0.648724421102073,-0.20209834734161103,-0.33087257172641926,-0.7833298589586443,1.976943225725333,-0.41016940620520764
0,0,1,0,0,0,0,0,0,1,0,0,0,0.1600104112844454,-0.37195826001734617,-0.7200869344535826,-0.6394618524871729,-5.199337582605575,-1.5669896232638032,2.5845932260866804,-0.8516751900941525
1,0,0,0,1,0,1,0,0,0,0,0,0,1.1257762007300158,0.8952959915208863,2.256744827428805,0.4376201502677814,0.10936510116177138,1.5459273181166058,1.1794017509674812,1.0145711230228847
0,0,1,0,0,0,0,0,0,0,1,0,0,0.8516751900941525,0.5407483425759179,-0.7200869344535826,0.14477960565136005,0.10936510116177138,1.042246741832409,-1.1895222157453642,0.14731564676985845
0,0,0,1,0,0,1,0,0,0,0,0,0,0.41290027487906894,1.2365723958597785,-0.7200869344535826,0.7200869344535826,1.7387310479091858,5.19933758270342,-0.8126540791496972,1.5344993145886052
0,0,1,0,0,0,0,0,1,0,0,0,0,-0.645630749275982,-0.649126824600253,0.16128127334986397,-0.6394618524871729,-5.199337582605575,-0.7833298589586443,0.5716375251650858,-0.6410017876338546
0,0,1,0,0,1,0,0,0,0,0,1,0,-0.645630749275982,1.5301568632249452,-0.7200869344535826,0.14477960565136005,1.7387310479091858,0.4598196945115759,-1.7739218615170378,1.4045331071795468
