Age_qt,Education,Income_qt,is_parent,Marital_Status,NumCatalogPurchases_qt,NumDealsPurchases_qt,NumStorePurchases_qt,NumWebPurchases_qt,NumWebVisitsMonth_qt,total_spend_qt
0.8498735446149941,Graduation,0.24259354526516944,0,Single,2.0431151448021514,0.6533766109715351,-0.2574948417331492,1.2953625370248543,0.5731153914071755,1.3995626448810996
1.1234150491649846,Graduation,-0.1829275640059215,1,Single,-0.3295477057744347,0.16382378125424046,-1.5712864975769105,-1.280981397513278,-0.21363611883116312,-1.4790043989044597
0.34149265585889366,Graduation,0.8336269131852958,0,Together,0.10810309396024637,-0.7184619962535121,1.0400895498007976,1.2953625370248543,-0.5149233167586906,0.37019387296940526
-1.2420605724635014,Graduation,-1.1399368526884108,0,Together,-5.199337582605575,0.16382378125424046,-0.2574948417331492,-0.6379234322697155,0.1346445798518419,-0.8920383589928601
-0.9835733673308722,Postgraduate,0.2470859676758801,0,Married,0.3749364799738839,1.365257371218065,0.26658359262632736,0.4390012085038276,-0.21363611883116312,0.04316166683677124
0.21363611883116285,Postgraduate,0.40134757691911305,0,Together,0.6089726877092596,0.16382378125424046,1.0400895498007976,0.7217137762174166,0.1346445798518419,0.3155965389426733
-0.08541441701016952,Graduation,0.15137481313393275,0,Divorced,0.3749364799738839,1.042246741832409,0.45842567858476513,1.0145711230228849,0.1346445798518419,0.21503082823909622
-1.3371270124444137,Postgraduate,-0.7716061880733741,0,Married,-5.199337582605575,0.16382378125424046,-0.2574948417331492,0.14477960565136005,1.1819205245512339,-0.30494048119754186
-0.3468171012040459,Postgraduate,-0.9416998217386928,0,Together,-5.199337582605575,-0.7184619962535121,-1.5712864975769105,-0.20209834734161103,1.976943225725333,-1.0082940609516682
1.6022103183576315,Postgraduate,-2.736361359764031,1,Together,-5.199337582605575,-0.7184619962535121,-5.199337582605575,-1.280981397513278,5.19933758270342,-0.9397470063075931
-0.551075993139237,Basic,-2.4569039746458294,0,Married,-5.199337582605575,-0.7184619962535121,-0.7833298589586443,-0.6379234322697155,1.1819205245512339,-0.7731401540191065
0.7023154143045922,Graduation,0.4319532657536181,0,Divorced,0.6089726877092596,-0.7184619962535121,0.6471768109382816,-0.20209834734161103,-1.1920714430213706,0.7419934793928396
1.327981604121872,Postgraduate,0.28812679445832845,1,Divorced,-0.3295477057744347,0.6533766109715351,0.046435724770526994,0.7217137762174166,0.1346445798518419,-0.09675252955038441
-1.5627214872223367,Graduation,-1.77302428359911,0,Married,-5.199337582605575,-0.7184619962535121,-0.7833298589586443,-1.280981397513278,1.1819205245512339,-1.0082940609516682
